"emp_no","birth_date","first_name","last_name","gender","hire_date","emp_no","salary","from_date","to_date"
223235,"1962-06-09",Junsik,Milicia,F,"1999-09-30",223235,55052,"2001-12-25","9999-01-01"
223713,"1964-06-03",Sudhanshu,Schneeberger,M,"1999-06-11",223713,40000,"1999-06-11","2000-06-10"
223713,"1964-06-03",Sudhanshu,Schneeberger,M,"1999-06-11",223713,42299,"2000-06-10","2001-06-10"
223713,"1964-06-03",Sudhanshu,Schneeberger,M,"1999-06-11",223713,46507,"2001-06-10","2002-06-10"
223713,"1964-06-03",Sudhanshu,Schneeberger,M,"1999-06-11",223713,47841,"2002-06-10","9999-01-01"
223889,"1964-04-21",Yagil,Rosis,M,"1999-03-01",223889,56922,"1999-05-21","2000-05-20"
223889,"1964-04-21",Yagil,Rosis,M,"1999-03-01",223889,60587,"2000-05-20","2001-05-20"
223889,"1964-04-21",Yagil,Rosis,M,"1999-03-01",223889,64294,"2001-05-20","2002-05-20"
223889,"1964-04-21",Yagil,Rosis,M,"1999-03-01",223889,65361,"2002-05-20","9999-01-01"
224592,"1961-02-02",Shay,Slutz,F,"1999-07-05",224592,53489,"1999-10-20","2000-10-19"
224592,"1961-02-02",Shay,Slutz,F,"1999-07-05",224592,54422,"2000-10-19","2001-10-19"
224592,"1961-02-02",Shay,Slutz,F,"1999-07-05",224592,56668,"2001-10-19","9999-01-01"
224632,"1960-10-03",Hein,Kobara,F,"1999-07-03",224632,44277,"1999-10-05","2000-10-04"
224632,"1960-10-03",Hein,Kobara,F,"1999-07-03",224632,44307,"2000-10-04","2001-10-04"
224632,"1960-10-03",Hein,Kobara,F,"1999-07-03",224632,47663,"2001-10-04","9999-01-01"
224650,"1963-08-31",Leif,Hammerschmidt,M,"1999-09-24",224650,40000,"1999-12-07","2000-12-06"
224650,"1963-08-31",Leif,Hammerschmidt,M,"1999-09-24",224650,43887,"2000-12-06","2001-12-06"
224650,"1963-08-31",Leif,Hammerschmidt,M,"1999-09-24",224650,45094,"2001-12-06","9999-01-01"
224761,"1958-12-13",Chiradeep,Rosiles,F,"1999-10-10",224761,47617,"1999-10-10","2000-10-09"
224761,"1958-12-13",Chiradeep,Rosiles,F,"1999-10-10",224761,48661,"2000-10-09","2001-10-09"
224761,"1958-12-13",Chiradeep,Rosiles,F,"1999-10-10",224761,52982,"2001-10-09","9999-01-01"
225272,"1952-06-27",Ramzi,Remmele,M,"1999-02-16",225272,40000,"1999-02-16","2000-02-16"
225272,"1952-06-27",Ramzi,Remmele,M,"1999-02-16",225272,43556,"2000-02-16","2001-02-15"
225272,"1952-06-27",Ramzi,Remmele,M,"1999-02-16",225272,44487,"2001-02-15","2002-02-15"
225272,"1952-06-27",Ramzi,Remmele,M,"1999-02-16",225272,48278,"2002-02-15","9999-01-01"
225456,"1963-04-09",Howell,Yavatkar,F,"1999-05-19",225456,58372,"1999-05-19","2000-05-18"
225456,"1963-04-09",Howell,Yavatkar,F,"1999-05-19",225456,60656,"2000-05-18","2001-05-18"
225456,"1963-04-09",Howell,Yavatkar,F,"1999-05-19",225456,63685,"2001-05-18","2002-05-18"
225456,"1963-04-09",Howell,Yavatkar,F,"1999-05-19",225456,67461,"2002-05-18","9999-01-01"
225504,"1964-07-24",Cordelia,Lorch,F,"1999-03-31",225504,40050,"1999-05-07","2000-01-23"
225657,"1959-08-22",Xiaoheng,Chenoweth,F,"1999-01-31",225657,67747,"1999-06-30","2000-06-29"
225657,"1959-08-22",Xiaoheng,Chenoweth,F,"1999-01-31",225657,68838,"2000-06-29","2001-06-29"
225657,"1959-08-22",Xiaoheng,Chenoweth,F,"1999-01-31",225657,70193,"2001-06-29","2002-06-29"
225657,"1959-08-22",Xiaoheng,Chenoweth,F,"1999-01-31",225657,70135,"2002-06-29","9999-01-01"
226214,"1964-09-04",Shem,Panienski,M,"1999-06-17",226214,46870,"1999-08-30","2000-08-29"
226214,"1964-09-04",Shem,Panienski,M,"1999-06-17",226214,46915,"2000-08-29","2001-08-29"
226214,"1964-09-04",Shem,Panienski,M,"1999-06-17",226214,49918,"2001-08-29","9999-01-01"
226633,"1958-06-10",Xuejun,Benzmuller,F,"2000-01-04",226633,48413,"2000-01-25","2001-01-24"
226633,"1958-06-10",Xuejun,Benzmuller,F,"2000-01-04",226633,50184,"2001-01-24","2002-01-24"
226633,"1958-06-10",Xuejun,Benzmuller,F,"2000-01-04",226633,53036,"2002-01-24","9999-01-01"
226869,"1961-03-25",Stamatina,Plavsic,M,"1999-02-25",226869,50065,"1999-05-26","2000-05-25"
226869,"1961-03-25",Stamatina,Plavsic,M,"1999-02-25",226869,54212,"2000-05-25","2001-05-25"
226869,"1961-03-25",Stamatina,Plavsic,M,"1999-02-25",226869,57451,"2001-05-25","2002-05-25"
226869,"1961-03-25",Stamatina,Plavsic,M,"1999-02-25",226869,58833,"2002-05-25","9999-01-01"
227544,"1954-11-17",Shahab,Demeyer,M,"2000-01-08",227544,40000,"2000-01-19","2001-01-18"
227544,"1954-11-17",Shahab,Demeyer,M,"2000-01-08",227544,42950,"2001-01-18","2002-01-18"
227544,"1954-11-17",Shahab,Demeyer,M,"2000-01-08",227544,43267,"2002-01-18","2002-03-25"
227645,"1956-01-11",Boguslaw,Verhoeff,F,"1999-01-12",227645,40000,"1999-01-12","2000-01-12"
227645,"1956-01-11",Boguslaw,Verhoeff,F,"1999-01-12",227645,43984,"2000-01-12","2001-01-11"
227645,"1956-01-11",Boguslaw,Verhoeff,F,"1999-01-12",227645,48174,"2001-01-11","2002-01-11"
227645,"1956-01-11",Boguslaw,Verhoeff,F,"1999-01-12",227645,51553,"2002-01-11","9999-01-01"
227692,"1960-10-02",Zhiguo,Mahnke,M,"1999-04-29",227692,44839,"1999-04-29","2000-04-28"
227692,"1960-10-02",Zhiguo,Mahnke,M,"1999-04-29",227692,45355,"2000-04-28","2001-04-28"
227692,"1960-10-02",Zhiguo,Mahnke,M,"1999-04-29",227692,46533,"2001-04-28","2002-04-28"
227692,"1960-10-02",Zhiguo,Mahnke,M,"1999-04-29",227692,47488,"2002-04-28","9999-01-01"
227954,"1960-09-11",Luise,Wynblatt,F,"1999-05-30",227954,52262,"2000-01-24","2000-04-30"
228190,"1953-12-11",Zvonko,Kalsbeek,F,"1999-02-24",228190,40000,"1999-02-24","2000-02-24"
228190,"1953-12-11",Zvonko,Kalsbeek,F,"1999-02-24",228190,44404,"2000-02-24","2001-02-23"
228190,"1953-12-11",Zvonko,Kalsbeek,F,"1999-02-24",228190,47681,"2001-02-23","2001-04-23"
228226,"1957-04-26",Akemi,Carrera,M,"1999-09-30",228226,40000,"1999-09-30","2000-09-29"
228226,"1957-04-26",Akemi,Carrera,M,"1999-09-30",228226,41159,"2000-09-29","2001-09-29"
228226,"1957-04-26",Akemi,Carrera,M,"1999-09-30",228226,42646,"2001-09-29","9999-01-01"
228344,"1963-05-18",Heekeun,Swab,M,"1999-03-25",228344,43190,"1999-07-01","2000-06-30"
228344,"1963-05-18",Heekeun,Swab,M,"1999-03-25",228344,42853,"2000-06-30","2000-09-04"
228543,"1953-08-28",Val,Uchoa,F,"1999-12-04",228543,47071,"1999-12-04","2000-12-03"
228543,"1953-08-28",Val,Uchoa,F,"1999-12-04",228543,46783,"2000-12-03","2001-12-03"
228543,"1953-08-28",Val,Uchoa,F,"1999-12-04",228543,46820,"2001-12-03","9999-01-01"
228602,"1953-04-16",Domenick,Gihr,M,"1999-06-02",228602,40000,"1999-06-02","2000-06-01"
228602,"1953-04-16",Domenick,Gihr,M,"1999-06-02",228602,39736,"2000-06-01","2001-06-01"
228602,"1953-04-16",Domenick,Gihr,M,"1999-06-02",228602,41467,"2001-06-01","2002-06-01"
228602,"1953-04-16",Domenick,Gihr,M,"1999-06-02",228602,41338,"2002-06-01","9999-01-01"
228710,"1963-10-10",Premal,Krogh,F,"1999-01-09",228710,84606,"1999-11-01","2000-10-31"
228710,"1963-10-10",Premal,Krogh,F,"1999-01-09",228710,87897,"2000-10-31","2001-10-31"
228710,"1963-10-10",Premal,Krogh,F,"1999-01-09",228710,90027,"2001-10-31","9999-01-01"
228942,"1953-04-11",Jacqueline,Valtorta,M,"1999-04-27",228942,84664,"1999-04-27","2000-04-26"
228942,"1953-04-11",Jacqueline,Valtorta,M,"1999-04-27",228942,86868,"2000-04-26","2001-04-26"
228942,"1953-04-11",Jacqueline,Valtorta,M,"1999-04-27",228942,89677,"2001-04-26","2002-04-26"
228942,"1953-04-11",Jacqueline,Valtorta,M,"1999-04-27",228942,90813,"2002-04-26","9999-01-01"
229718,"1964-04-15",Yannis,Chleq,F,"1999-01-16",229718,66670,"1999-01-16","2000-01-16"
229718,"1964-04-15",Yannis,Chleq,F,"1999-01-16",229718,68736,"2000-01-16","2001-01-15"
229718,"1964-04-15",Yannis,Chleq,F,"1999-01-16",229718,70480,"2001-01-15","2002-01-15"
229718,"1964-04-15",Yannis,Chleq,F,"1999-01-16",229718,70203,"2002-01-15","9999-01-01"
229868,"1960-10-29",Mountaz,Farris,F,"1999-04-28",229868,58961,"1999-04-28","2000-04-27"
229868,"1960-10-29",Mountaz,Farris,F,"1999-04-28",229868,63455,"2000-04-27","2001-04-27"
229868,"1960-10-29",Mountaz,Farris,F,"1999-04-28",229868,64651,"2001-04-27","2002-04-27"
229868,"1960-10-29",Mountaz,Farris,F,"1999-04-28",229868,66977,"2002-04-27","9999-01-01"
229918,"1960-10-30",Petter,Hegner,F,"1999-07-04",229918,63648,"1999-07-04","2000-07-03"
229918,"1960-10-30",Petter,Hegner,F,"1999-07-04",229918,63532,"2000-07-03","2001-07-03"
229918,"1960-10-30",Petter,Hegner,F,"1999-07-04",229918,65697,"2001-07-03","2002-07-03"
229918,"1960-10-30",Petter,Hegner,F,"1999-07-04",229918,67204,"2002-07-03","9999-01-01"
229956,"1958-10-28",Mariangiola,Sadowsky,M,"1999-02-01",229956,40000,"1999-07-21","2000-07-20"
229956,"1958-10-28",Mariangiola,Sadowsky,M,"1999-02-01",229956,42344,"2000-07-20","2001-07-20"
229956,"1958-10-28",Mariangiola,Sadowsky,M,"1999-02-01",229956,44839,"2001-07-20","2002-07-20"
229956,"1958-10-28",Mariangiola,Sadowsky,M,"1999-02-01",229956,45676,"2002-07-20","9999-01-01"
230457,"1963-01-26",Hongzue,Figueira,M,"1999-09-30",230457,55928,"1999-09-30","2000-09-29"
230457,"1963-01-26",Hongzue,Figueira,M,"1999-09-30",230457,57356,"2000-09-29","2001-09-29"
230457,"1963-01-26",Hongzue,Figueira,M,"1999-09-30",230457,60556,"2001-09-29","9999-01-01"
230653,"1953-06-06",Niclas,Ibel,F,"1999-04-16",230653,60168,"1999-04-16","2000-04-15"
230653,"1953-06-06",Niclas,Ibel,F,"1999-04-16",230653,63190,"2000-04-15","2001-04-15"
230653,"1953-06-06",Niclas,Ibel,F,"1999-04-16",230653,67087,"2001-04-15","2002-04-15"
230653,"1953-06-06",Niclas,Ibel,F,"1999-04-16",230653,69778,"2002-04-15","2002-05-01"
230890,"1953-03-07",Oldrich,Schmiedel,M,"1999-06-05",230890,40000,"1999-12-13","2000-12-12"
230890,"1953-03-07",Oldrich,Schmiedel,M,"1999-06-05",230890,39524,"2000-12-12","2001-12-12"
230890,"1953-03-07",Oldrich,Schmiedel,M,"1999-06-05",230890,39036,"2001-12-12","9999-01-01"
230891,"1956-11-08",Kazuhiro,Camarinopoulos,F,"1999-01-24",230891,45256,"1999-04-25","2000-04-24"
230891,"1956-11-08",Kazuhiro,Camarinopoulos,F,"1999-01-24",230891,47124,"2000-04-24","2001-04-24"
230891,"1956-11-08",Kazuhiro,Camarinopoulos,F,"1999-01-24",230891,49044,"2001-04-24","2002-04-24"
230891,"1956-11-08",Kazuhiro,Camarinopoulos,F,"1999-01-24",230891,51585,"2002-04-24","9999-01-01"
231054,"1961-09-29",Dayanand,Gyimothy,F,"1999-05-21",231054,40000,"1999-06-23","1999-07-04"
231145,"1963-06-28",Mahendra,DuCasse,F,"1999-01-14",231145,46892,"1999-01-14","2000-01-14"
231145,"1963-06-28",Mahendra,DuCasse,F,"1999-01-14",231145,50157,"2000-01-14","2001-01-13"
231145,"1963-06-28",Mahendra,DuCasse,F,"1999-01-14",231145,49937,"2001-01-13","2002-01-13"
231145,"1963-06-28",Mahendra,DuCasse,F,"1999-01-14",231145,50005,"2002-01-13","9999-01-01"
231172,"1962-01-26",Berthier,Berstel,F,"1999-06-09",231172,69265,"1999-11-05","2000-11-04"
231172,"1962-01-26",Berthier,Berstel,F,"1999-06-09",231172,72551,"2000-11-04","2001-11-04"
231172,"1962-01-26",Berthier,Berstel,F,"1999-06-09",231172,73260,"2001-11-04","9999-01-01"
231260,"1958-05-24",Kokou,Slobodova,M,"1999-04-05",231260,51123,"1999-04-05","2000-04-04"
231260,"1958-05-24",Kokou,Slobodova,M,"1999-04-05",231260,52452,"2000-04-04","2001-04-04"
231260,"1958-05-24",Kokou,Slobodova,M,"1999-04-05",231260,53045,"2001-04-04","2001-12-19"
231488,"1953-11-14",Garnik,Bage,M,"1999-01-13",231488,47913,"1999-01-13","2000-01-13"
231488,"1953-11-14",Garnik,Bage,M,"1999-01-13",231488,49005,"2000-01-13","2001-01-12"
231488,"1953-11-14",Garnik,Bage,M,"1999-01-13",231488,52528,"2001-01-12","2001-06-23"
231556,"1964-07-12",Magdalena,Turnbull,F,"1999-11-07",231556,56956,"1999-11-07","2000-11-06"
231556,"1964-07-12",Magdalena,Turnbull,F,"1999-11-07",231556,57714,"2000-11-06","2001-11-06"
231556,"1964-07-12",Magdalena,Turnbull,F,"1999-11-07",231556,57873,"2001-11-06","9999-01-01"
232012,"1954-12-24",Yefim,Veldwijk,M,"1999-04-02",232012,79349,"1999-08-03","2000-08-02"
232012,"1954-12-24",Yefim,Veldwijk,M,"1999-04-02",232012,81168,"2000-08-02","2001-08-02"
232012,"1954-12-24",Yefim,Veldwijk,M,"1999-04-02",232012,84128,"2001-08-02","9999-01-01"
232084,"1957-01-08",Gunilla,Larfeldt,M,"1999-03-14",232084,45584,"1999-03-14","1999-04-17"
232364,"1958-12-28",Hauke,Vuskovic,F,"1999-04-18",232364,43298,"1999-04-18","2000-04-17"
232364,"1958-12-28",Hauke,Vuskovic,F,"1999-04-18",232364,47035,"2000-04-17","2001-04-17"
232364,"1958-12-28",Hauke,Vuskovic,F,"1999-04-18",232364,47920,"2001-04-17","2002-04-17"
232364,"1958-12-28",Hauke,Vuskovic,F,"1999-04-18",232364,52222,"2002-04-17","9999-01-01"
232797,"1964-09-29",Turgut,Rotem,M,"1999-02-13",232797,66958,"1999-10-28","2000-10-27"
232797,"1964-09-29",Turgut,Rotem,M,"1999-02-13",232797,71354,"2000-10-27","2001-10-27"
232797,"1964-09-29",Turgut,Rotem,M,"1999-02-13",232797,71109,"2001-10-27","9999-01-01"
233095,"1954-10-03",Qingxiang,Rullman,F,"1999-03-28",233095,42434,"1999-09-26","2000-09-25"
233095,"1954-10-03",Qingxiang,Rullman,F,"1999-03-28",233095,45076,"2000-09-25","2001-09-25"
233095,"1954-10-03",Qingxiang,Rullman,F,"1999-03-28",233095,44981,"2001-09-25","9999-01-01"
233273,"1954-01-14",Nectarios,Lammel,F,"1999-02-05",233273,43078,"1999-07-30","2000-04-26"
233299,"1953-12-21",Odysseas,Casley,M,"1999-03-16",233299,67205,"1999-03-16","2000-03-15"
233299,"1953-12-21",Odysseas,Casley,M,"1999-03-16",233299,69563,"2000-03-15","2001-03-15"
233299,"1953-12-21",Odysseas,Casley,M,"1999-03-16",233299,71039,"2001-03-15","2002-03-15"
233299,"1953-12-21",Odysseas,Casley,M,"1999-03-16",233299,71111,"2002-03-15","9999-01-01"
233317,"1956-10-03",Tristan,Gunderson,F,"1999-04-26",233317,40000,"1999-04-26","2000-04-25"
233317,"1956-10-03",Tristan,Gunderson,F,"1999-04-26",233317,40669,"2000-04-25","2000-09-21"
233697,"1958-02-02",Prasadram,Mawatari,F,"1999-07-25",233697,40000,"1999-12-21","2000-12-20"
233697,"1958-02-02",Prasadram,Mawatari,F,"1999-07-25",233697,42507,"2000-12-20","2001-12-20"
233697,"1958-02-02",Prasadram,Mawatari,F,"1999-07-25",233697,45727,"2001-12-20","9999-01-01"
234773,"1955-08-29",Zeydy,Norsworthy,M,"1999-06-17",234773,51432,"1999-06-17","2000-06-16"
234773,"1955-08-29",Zeydy,Norsworthy,M,"1999-06-17",234773,53580,"2000-06-16","2001-06-16"
234773,"1955-08-29",Zeydy,Norsworthy,M,"1999-06-17",234773,54629,"2001-06-16","2002-06-16"
234773,"1955-08-29",Zeydy,Norsworthy,M,"1999-06-17",234773,57303,"2002-06-16","9999-01-01"
235251,"1956-01-05",Halsur,Rosis,M,"1999-05-22",235251,58222,"1999-10-16","2000-10-15"
235251,"1956-01-05",Halsur,Rosis,M,"1999-05-22",235251,58002,"2000-10-15","2001-10-15"
235251,"1956-01-05",Halsur,Rosis,M,"1999-05-22",235251,59645,"2001-10-15","9999-01-01"
235258,"1961-04-28",Shietung,Acton,M,"1999-03-26",235258,92923,"1999-11-04","2000-11-03"
235258,"1961-04-28",Shietung,Acton,M,"1999-03-26",235258,93485,"2000-11-03","2001-11-03"
235258,"1961-04-28",Shietung,Acton,M,"1999-03-26",235258,93989,"2001-11-03","9999-01-01"
236390,"1963-10-26",Abdelaziz,Trachtenberg,M,"1999-11-17",236390,40000,"1999-11-17","2000-11-16"
236390,"1963-10-26",Abdelaziz,Trachtenberg,M,"1999-11-17",236390,42575,"2000-11-16","2001-11-16"
236390,"1963-10-26",Abdelaziz,Trachtenberg,M,"1999-11-17",236390,44225,"2001-11-16","9999-01-01"
236493,"1964-09-03",Yuping,Nitsch,F,"1999-04-13",236493,55447,"1999-08-21","2000-08-20"
236493,"1964-09-03",Yuping,Nitsch,F,"1999-04-13",236493,55574,"2000-08-20","2001-08-20"
236493,"1964-09-03",Yuping,Nitsch,F,"1999-04-13",236493,60066,"2001-08-20","9999-01-01"
237329,"1963-09-12",Gad,Gien,F,"1999-11-08",237329,40000,"2000-01-30","2001-01-29"
237329,"1963-09-12",Gad,Gien,F,"1999-11-08",237329,44220,"2001-01-29","2002-01-29"
237329,"1963-09-12",Gad,Gien,F,"1999-11-08",237329,43964,"2002-01-29","9999-01-01"
237967,"1964-12-14",Menkae,Rabejac,M,"1999-01-10",237967,47470,"1999-11-22","2000-11-21"
237967,"1964-12-14",Menkae,Rabejac,M,"1999-01-10",237967,48405,"2000-11-21","2001-11-21"
237967,"1964-12-14",Menkae,Rabejac,M,"1999-01-10",237967,48868,"2001-11-21","9999-01-01"
238193,"1961-08-01",Boaz,Kowalchuk,M,"1999-04-10",238193,54482,"1999-12-08","2000-12-07"
238193,"1961-08-01",Boaz,Kowalchuk,M,"1999-04-10",238193,55322,"2000-12-07","2001-08-28"
238558,"1952-07-26",Yolla,Siochi,M,"1999-02-22",238558,83653,"1999-02-22","2000-02-22"
238558,"1952-07-26",Yolla,Siochi,M,"1999-02-22",238558,87575,"2000-02-22","2001-01-26"
238654,"1958-01-26",Panayotis,Ramaiah,M,"1999-05-15",238654,42375,"1999-07-08","2000-07-07"
238654,"1958-01-26",Panayotis,Ramaiah,M,"1999-05-15",238654,42741,"2000-07-07","2001-07-07"
238654,"1958-01-26",Panayotis,Ramaiah,M,"1999-05-15",238654,43790,"2001-07-07","2002-07-07"
238654,"1958-01-26",Panayotis,Ramaiah,M,"1999-05-15",238654,46971,"2002-07-07","9999-01-01"
238989,"1961-01-31",Matk,Kropatsch,M,"1999-01-25",238989,75934,"1999-11-06","2000-11-05"
238989,"1961-01-31",Matk,Kropatsch,M,"1999-01-25",238989,77420,"2000-11-05","2001-11-05"
238989,"1961-01-31",Matk,Kropatsch,M,"1999-01-25",238989,77906,"2001-11-05","9999-01-01"
239127,"1952-09-06",Uinam,Nishimukai,M,"1999-05-14",239127,40000,"1999-10-31","2000-10-29"
239127,"1952-09-06",Uinam,Nishimukai,M,"1999-05-14",239127,40171,"2000-10-29","2001-08-20"
239253,"1954-09-13",Shigeaki,Majewski,F,"1999-01-26",239253,42421,"1999-01-28","2000-01-28"
239253,"1954-09-13",Shigeaki,Majewski,F,"1999-01-26",239253,42867,"2000-01-28","2001-01-27"
239253,"1954-09-13",Shigeaki,Majewski,F,"1999-01-26",239253,44095,"2001-01-27","2002-01-27"
239253,"1954-09-13",Shigeaki,Majewski,F,"1999-01-26",239253,46679,"2002-01-27","9999-01-01"
239390,"1961-03-20",Kwangsub,Plesums,M,"1999-10-02",239390,49109,"1999-10-02","2000-06-21"
239929,"1955-09-25",Uli,Thiran,M,"1999-12-02",239929,40000,"1999-12-02","2000-12-01"
239929,"1955-09-25",Uli,Thiran,M,"1999-12-02",239929,41644,"2000-12-01","2001-12-01"
239929,"1955-09-25",Uli,Thiran,M,"1999-12-02",239929,44150,"2001-12-01","9999-01-01"
240372,"1958-04-24",Petter,Ramsey,F,"1999-02-18",240372,40000,"1999-10-11","2000-10-10"
240372,"1958-04-24",Petter,Ramsey,F,"1999-02-18",240372,40489,"2000-10-10","2001-10-10"
240372,"1958-04-24",Petter,Ramsey,F,"1999-02-18",240372,41527,"2001-10-10","9999-01-01"
240374,"1958-05-31",Yakichi,Wegerle,M,"1999-05-06",240374,71228,"1999-12-06","2000-12-05"
240374,"1958-05-31",Yakichi,Wegerle,M,"1999-05-06",240374,71959,"2000-12-05","2001-12-05"
240374,"1958-05-31",Yakichi,Wegerle,M,"1999-05-06",240374,75517,"2001-12-05","9999-01-01"
240585,"1961-10-23",Shan,Riesenhuber,M,"1999-06-17",240585,40000,"1999-06-27","2000-06-26"
240585,"1961-10-23",Shan,Riesenhuber,M,"1999-06-17",240585,42111,"2000-06-26","2001-06-26"
240585,"1961-10-23",Shan,Riesenhuber,M,"1999-06-17",240585,42874,"2001-06-26","2002-06-26"
240585,"1961-10-23",Shan,Riesenhuber,M,"1999-06-17",240585,46963,"2002-06-26","9999-01-01"
240804,"1962-09-13",Roddy,Alencar,M,"1999-03-22",240804,52452,"1999-03-22","2000-03-21"
240804,"1962-09-13",Roddy,Alencar,M,"1999-03-22",240804,52774,"2000-03-21","2001-03-21"
240804,"1962-09-13",Roddy,Alencar,M,"1999-03-22",240804,54083,"2001-03-21","2002-03-21"
240804,"1962-09-13",Roddy,Alencar,M,"1999-03-22",240804,57631,"2002-03-21","9999-01-01"
240832,"1960-12-15",Arumugam,Bahl,F,"1999-06-06",240832,40133,"1999-12-30","2000-12-29"
240832,"1960-12-15",Arumugam,Bahl,F,"1999-06-06",240832,40891,"2000-12-29","2001-12-29"
240832,"1960-12-15",Arumugam,Bahl,F,"1999-06-06",240832,42315,"2001-12-29","9999-01-01"
240888,"1957-02-10",Shih,Michaels,M,"1999-07-05",240888,42283,"2000-01-16","2001-01-15"
240888,"1957-02-10",Shih,Michaels,M,"1999-07-05",240888,45504,"2001-01-15","2002-01-15"
240888,"1957-02-10",Shih,Michaels,M,"1999-07-05",240888,45354,"2002-01-15","9999-01-01"
240913,"1961-04-17",Mohammed,Orlowski,M,"1999-05-30",240913,40000,"1999-05-30","2000-05-11"
241042,"1964-07-07",Kerhong,Zastre,M,"1999-02-17",241042,72733,"1999-04-12","2000-04-11"
241042,"1964-07-07",Kerhong,Zastre,M,"1999-02-17",241042,75108,"2000-04-11","2001-04-11"
241042,"1964-07-07",Kerhong,Zastre,M,"1999-02-17",241042,78891,"2001-04-11","2002-04-11"
241042,"1964-07-07",Kerhong,Zastre,M,"1999-02-17",241042,79385,"2002-04-11","9999-01-01"
241074,"1963-02-11",Atreye,Tomescu,M,"1999-03-05",241074,43603,"1999-03-05","2000-03-04"
241074,"1963-02-11",Atreye,Tomescu,M,"1999-03-05",241074,44855,"2000-03-04","2001-03-04"
241074,"1963-02-11",Atreye,Tomescu,M,"1999-03-05",241074,44884,"2001-03-04","2002-03-04"
241074,"1963-02-11",Atreye,Tomescu,M,"1999-03-05",241074,45319,"2002-03-04","9999-01-01"
241086,"1954-01-27",Sachem,Rebaine,M,"1999-04-21",241086,40000,"1999-04-21","2000-04-20"
241086,"1954-01-27",Sachem,Rebaine,M,"1999-04-21",241086,41452,"2000-04-20","2001-04-20"
241086,"1954-01-27",Sachem,Rebaine,M,"1999-04-21",241086,43014,"2001-04-20","2002-04-20"
241086,"1954-01-27",Sachem,Rebaine,M,"1999-04-21",241086,43159,"2002-04-20","9999-01-01"
241379,"1955-06-09",Takanari,Miyakawa,M,"1999-02-02",241379,84899,"1999-02-02","2000-02-02"
241379,"1955-06-09",Takanari,Miyakawa,M,"1999-02-02",241379,89021,"2000-02-02","2001-02-01"
241379,"1955-06-09",Takanari,Miyakawa,M,"1999-02-02",241379,93293,"2001-02-01","2002-02-01"
241379,"1955-06-09",Takanari,Miyakawa,M,"1999-02-02",241379,93470,"2002-02-01","9999-01-01"
241509,"1952-07-26",Yucel,Kamble,M,"1999-01-12",241509,40000,"1999-01-12","2000-01-12"
241509,"1952-07-26",Yucel,Kamble,M,"1999-01-12",241509,42928,"2000-01-12","2001-01-11"
241509,"1952-07-26",Yucel,Kamble,M,"1999-01-12",241509,47348,"2001-01-11","2002-01-11"
241509,"1952-07-26",Yucel,Kamble,M,"1999-01-12",241509,50132,"2002-01-11","9999-01-01"
241610,"1960-03-22",Divine,Falby,M,"1999-03-05",241610,54587,"1999-03-15","2000-03-14"
241610,"1960-03-22",Divine,Falby,M,"1999-03-05",241610,58166,"2000-03-14","2001-03-14"
241610,"1960-03-22",Divine,Falby,M,"1999-03-05",241610,60536,"2001-03-14","2002-03-14"
241610,"1960-03-22",Divine,Falby,M,"1999-03-05",241610,64755,"2002-03-14","9999-01-01"
241726,"1953-08-04",Xuejun,Baak,M,"1999-04-09",241726,40869,"1999-04-09","1999-12-27"
241837,"1952-09-26",Berni,Jansch,F,"1999-11-02",241837,68928,"1999-12-08","2000-12-07"
241837,"1952-09-26",Berni,Jansch,F,"1999-11-02",241837,71123,"2000-12-07","2001-12-07"
241837,"1952-09-26",Berni,Jansch,F,"1999-11-02",241837,72842,"2001-12-07","9999-01-01"
242288,"1955-09-07",Rayond,Burnard,F,"1999-01-12",242288,40000,"1999-10-02","2000-10-01"
242288,"1955-09-07",Rayond,Burnard,F,"1999-01-12",242288,40646,"2000-10-01","2001-10-01"
242288,"1955-09-07",Rayond,Burnard,F,"1999-01-12",242288,42621,"2001-10-01","9999-01-01"
242381,"1952-05-14",Garnik,Kolvik,F,"1999-12-30",242381,62344,"2000-01-17","2001-01-16"
242381,"1952-05-14",Garnik,Kolvik,F,"1999-12-30",242381,66558,"2001-01-16","2002-01-16"
242381,"1952-05-14",Garnik,Kolvik,F,"1999-12-30",242381,66240,"2002-01-16","9999-01-01"
242443,"1961-04-15",Denis,Fioravanti,M,"1999-01-26",242443,90762,"1999-08-20","2000-08-19"
242443,"1961-04-15",Denis,Fioravanti,M,"1999-01-26",242443,90776,"2000-08-19","2001-08-19"
242443,"1961-04-15",Denis,Fioravanti,M,"1999-01-26",242443,94520,"2001-08-19","9999-01-01"
242828,"1964-07-22",Itzchak,Zongker,M,"1999-01-28",242828,40000,"1999-05-21","2000-03-08"
243274,"1954-10-11",Chaosheng,Menhoudj,M,"1999-03-04",243274,74744,"2000-01-07","2001-01-06"
243274,"1954-10-11",Chaosheng,Menhoudj,M,"1999-03-04",243274,76623,"2001-01-06","2001-07-18"
243466,"1957-01-12",Jahangir,Meszaros,M,"1999-04-18",243466,40000,"1999-12-12","2000-12-11"
243466,"1957-01-12",Jahangir,Meszaros,M,"1999-04-18",243466,42133,"2000-12-11","2001-12-11"
243466,"1957-01-12",Jahangir,Meszaros,M,"1999-04-18",243466,42188,"2001-12-11","9999-01-01"
243528,"1958-03-09",Elzbieta,Bahl,M,"1999-02-18",243528,42472,"1999-10-15","2000-10-14"
